id,neighborhood_id,container_type,capacity_liters,latitude,longitude,current_fill_level,last_collection_date,neighborhood_name,population,days_since_collection,day_of_week,month,is_weekend,collection_days_per_week,type_encoded,capacity_category,population_density,expected_fill_level,collection_priority
50,2,plastic,240,40.23793906115364,28.893042346728596,0.5473358788488829,2025-12-21,23 NİSAN MAHALLESİ,21042,7.0,6.0,12.0,1,3.0,1,small,21.042,0.95,0.8145330727323093
51,2,770lt,770,40.193827795070284,28.887754228308967,0.7896533179390979,2025-12-18,23 NİSAN MAHALLESİ,21042,10.0,3.0,12.0,0,3.0,3,large,21.042,0.95,0.9045330727323093
52,2,plastic,240,40.221739554517214,28.89379994637363,0.8863860012616611,2025-12-17,23 NİSAN MAHALLESİ,21042,11.0,2.0,12.0,0,3.0,1,small,21.042,0.95,0.9345330727323093
53,2,400lt,400,40.20397998910124,28.917472832671237,0.8117661854560351,2025-12-19,23 NİSAN MAHALLESİ,21042,9.0,4.0,12.0,0,3.0,2,medium,21.042,0.95,0.8745330727323094
54,2,770lt,770,40.15886302108651,28.900123863251938,0.22508612676290302,2025-12-25,23 NİSAN MAHALLESİ,21042,3.0,3.0,12.0,0,3.0,3,large,21.042,0.465086126762903,0.45207613611376096
55,2,underground,5000,40.19925976552104,28.94888670559307,0.5189525012740227,2025-12-22,23 NİSAN MAHALLESİ,21042,6.0,0.0,12.0,0,3.0,4,xlarge,21.042,0.95,0.7845330727323094
56,2,underground,5000,40.23577492976081,28.89258847282214,0.6350935732642251,2025-12-21,23 NİSAN MAHALLESİ,21042,7.0,6.0,12.0,1,3.0,4,xlarge,21.042,0.95,0.8145330727323093
57,2,underground,5000,40.16582105839218,28.912445286911503,0.39580862539628525,2025-12-24,23 NİSAN MAHALLESİ,21042,4.0,2.0,12.0,0,3.0,4,xlarge,21.042,0.7158086253962852,0.607437385430452
58,2,400lt,400,40.15807453295737,28.94298745454297,0.4086684719764645,2025-12-23,23 NİSAN MAHALLESİ,21042,5.0,1.0,12.0,0,3.0,2,medium,21.042,0.8086684719764645,0.6838673087205417
59,3,underground,5000,40.20975222788504,28.883287917072547,0.3920962602547518,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,4,xlarge,14.587,0.7920962602547519,0.6358446766508147
60,3,400lt,400,40.170307373512586,28.945854858266813,0.95,2025-12-17,29 EKİM MAHALLESİ,14587,11.0,2.0,12.0,0,0.0,2,medium,14.587,0.95,0.8947965465234387
61,3,underground,5000,40.217480291678505,28.880081178709094,0.6603782525339433,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,4,xlarge,14.587,0.95,0.8047965465234387
62,3,underground,5000,40.24052890790956,28.87300797876715,0.49615121596328704,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,4,xlarge,14.587,0.8961512159632871,0.6878721545050822
63,3,770lt,770,40.196697538885104,28.906346550790637,0.19292018590609666,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,3,large,14.587,0.43292018590609666,0.39625663947648704
64,3,770lt,770,40.15929631648912,28.86176182209215,0.2642565677999301,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,3,large,14.587,0.5042565677999301,0.4319248304234038
65,3,underground,5000,40.15978378881934,28.93913889473339,0.5228876048058494,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.7447965465234387
66,3,underground,5000,40.23518968914223,28.858388468430693,0.3582063909562355,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,4,xlarge,14.587,0.7582063909562355,0.6188997420015565
67,3,underground,5000,40.229884168967594,28.9443644792815,0.15518906524832426,2025-12-26,29 EKİM MAHALLESİ,14587,2.0,4.0,12.0,0,0.0,4,xlarge,14.587,0.31518906524832424,0.30739107914760083
68,3,underground,5000,40.20879179917307,28.922679115336766,0.32009356803340566,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,4,xlarge,14.587,0.7200935680334057,0.5998433305401416
69,3,400lt,400,40.24093601955007,28.902191202112274,0.28040804222642335,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,2,medium,14.587,0.5204080422264233,0.4400005676366504
70,3,plastic,240,40.22410198537488,28.879568489622148,0.5762466650872853,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,1,small,14.587,0.95,0.7447965465234387
71,3,plastic,240,40.17185917868832,28.85642425110187,0.13469127473677078,2025-12-26,29 EKİM MAHALLESİ,14587,2.0,4.0,12.0,0,0.0,1,small,14.587,0.2946912747367708,0.2971421838918241
72,3,underground,5000,40.16257362865063,28.89325743277648,0.27432599364228344,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,4,xlarge,14.587,0.5143259936422835,0.4369595433445804
73,3,770lt,770,40.24119151426269,28.918318924946995,0.5685924901553405,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,3,large,14.587,0.95,0.7447965465234387
74,3,underground,5000,40.15800321044403,28.917220558493554,0.4574837425737428,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,4,xlarge,14.587,0.9374837425737428,0.73853841781031
75,3,770lt,770,40.218803877351625,28.925868115855977,0.7590372323208302,2025-12-19,29 EKİM MAHALLESİ,14587,9.0,4.0,12.0,0,0.0,3,large,14.587,0.95,0.8347965465234387
76,3,underground,5000,40.15429714614721,28.940647054392763,0.16882837565454256,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,4,xlarge,14.587,0.40882837565454255,0.38421073435070996
77,3,400lt,400,40.23375805052944,28.904329669600706,0.5567844642781862,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,2,medium,14.587,0.95,0.7447965465234387
78,3,plastic,240,40.167307693525885,28.9207986651675,0.7158048965292898,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,1,small,14.587,0.95,0.8047965465234387
79,3,400lt,400,40.15306390700721,28.86366179784013,0.41167974311366484,2025-12-24,29 EKİM MAHALLESİ,14587,4.0,2.0,12.0,0,0.0,2,medium,14.587,0.7316797431136648,0.5756364180802711
80,3,underground,5000,40.23206059307975,28.937018074727753,0.23209867330734563,2025-12-26,29 EKİM MAHALLESİ,14587,2.0,4.0,12.0,0,0.0,4,xlarge,14.587,0.3920986733073456,0.3458458831771115
81,3,770lt,770,40.231818447663166,28.92332113585036,0.20601211100056777,2025-12-26,29 EKİM MAHALLESİ,14587,2.0,4.0,12.0,0,0.0,3,large,14.587,0.36601211100056774,0.3328026020237226
82,3,plastic,240,40.159818701625724,28.858698053222337,0.6635987591380195,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,1,small,14.587,0.95,0.8047965465234387
83,3,400lt,400,40.163715753955614,28.907483445484253,0.839000498047231,2025-12-19,29 EKİM MAHALLESİ,14587,9.0,4.0,12.0,0,0.0,2,medium,14.587,0.95,0.8347965465234387
84,3,770lt,770,40.179721994285956,28.92122353394305,0.5546566285288912,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,3,large,14.587,0.95,0.7447965465234387
85,3,underground,5000,40.23104962716512,28.901855734091306,0.860883666045198,2025-12-17,29 EKİM MAHALLESİ,14587,11.0,2.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.8947965465234387
86,3,plastic,240,40.24777001886982,28.856787371515683,0.4071409396217467,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,1,small,14.587,0.8071409396217467,0.643367016334312
87,3,400lt,400,40.16029218107419,28.932481685077732,0.5571393331575872,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,2,medium,14.587,0.95,0.7447965465234387
88,3,underground,5000,40.24436280947962,28.896606349984257,0.4751965974720434,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.7447965465234387
89,3,770lt,770,40.15621109182296,28.86560414021913,0.20270704155109395,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,3,large,14.587,0.44270704155109397,0.4011500672989857
90,3,underground,5000,40.2391553321829,28.87023495490022,0.95,2025-12-17,29 EKİM MAHALLESİ,14587,11.0,2.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.8947965465234387
91,3,770lt,770,40.18084885925325,28.882227877990765,0.33345772157782716,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,3,large,14.587,0.5734577215778272,0.46652540731235226
92,3,underground,5000,40.15072336810579,28.89628109966013,0.6491655826977036,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,4,xlarge,14.587,0.95,0.8047965465234387
93,3,plastic,240,40.219568260108375,28.91667490938189,0.7963526722518095,2025-12-19,29 EKİM MAHALLESİ,14587,9.0,4.0,12.0,0,0.0,1,small,14.587,0.95,0.8347965465234387
94,3,plastic,240,40.16119939193689,28.875010332629213,0.7387856480908184,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,1,small,14.587,0.95,0.8047965465234387
95,3,770lt,770,40.18294435585861,28.85887005500238,0.2735632979091871,2025-12-26,29 EKİM MAHALLESİ,14587,2.0,4.0,12.0,0,0.0,3,large,14.587,0.43356329790918713,0.3665781954780323
96,3,underground,5000,40.21260462582397,28.94155554021291,0.7330824501522085,2025-12-18,29 EKİM MAHALLESİ,14587,10.0,3.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.8647965465234386
97,3,400lt,400,40.2414555059008,28.93417550912837,0.8529751495398108,2025-12-18,29 EKİM MAHALLESİ,14587,10.0,3.0,12.0,0,0.0,2,medium,14.587,0.95,0.8647965465234386
98,3,underground,5000,40.19766566515624,28.945225740368244,0.8306598091227021,2025-12-19,29 EKİM MAHALLESİ,14587,9.0,4.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.8347965465234387
99,3,underground,5000,40.220886505621515,28.916576478173884,0.4896132999160454,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,4,xlarge,14.587,0.95,0.7447965465234387
100,3,plastic,240,40.15127233130406,28.85650448362268,0.23488355348375373,2025-12-25,29 EKİM MAHALLESİ,14587,3.0,3.0,12.0,0,0.0,1,small,14.587,0.4748835534837537,0.41723832326531557
101,3,plastic,240,40.239779975763796,28.86485200035313,0.5879353724324244,2025-12-21,29 EKİM MAHALLESİ,14587,7.0,6.0,12.0,1,0.0,1,small,14.587,0.95,0.7747965465234387
102,3,underground,5000,40.24202179477505,28.93811390894331,0.34565445039874293,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,4,xlarge,14.587,0.745654450398743,0.6126237717228102
103,3,770lt,770,40.189239812651934,28.9467858307224,0.4038867043145103,2025-12-22,29 EKİM MAHALLESİ,14587,6.0,0.0,12.0,0,0.0,3,large,14.587,0.8838867043145102,0.7117398986806938
104,3,plastic,240,40.17452548845926,28.911212491544447,0.9063349547412762,2025-12-18,29 EKİM MAHALLESİ,14587,10.0,3.0,12.0,0,0.0,1,small,14.587,0.95,0.8647965465234386
105,3,plastic,240,40.23227520070844,28.869881335626957,0.628777774402311,2025-12-20,29 EKİM MAHALLESİ,14587,8.0,5.0,12.0,1,0.0,1,small,14.587,0.95,0.8047965465234387
106,3,plastic,240,40.212256561071825,28.861252099176582,0.4574918136817233,2025-12-23,29 EKİM MAHALLESİ,14587,5.0,1.0,12.0,0,0.0,1,small,14.587,0.8574918136817233,0.6685424533643004
107,3,400lt,400,40.24952185705124,28.8726259454056,0.7463263823219362,2025-12-19,29 EKİM MAHALLESİ,14587,9.0,4.0,12.0,0,0.0,2,medium,14.587,0.95,0.8347965465234387
108,4,underground,5000,40.22926068292149,28.896854206160068,0.95,2025-12-17,30 AĞUSTOS ZAFER MAHALLESİ,15605,11.0,2.0,12.0,0,3.0,4,xlarge,15.605,0.95,0.9010632829573086
109,4,770lt,770,40.199569092913556,28.935790422709648,0.22793065291994496,2025-12-25,30 AĞUSTOS ZAFER MAHALLESİ,15605,3.0,3.0,12.0,0,3.0,3,large,15.605,0.46793065291994496,0.4200286094172811
110,4,770lt,770,40.15029917186715,28.917794740235482,0.5613637004965957,2025-12-21,30 AĞUSTOS ZAFER MAHALLESİ,15605,7.0,6.0,12.0,1,3.0,3,large,15.605,0.95,0.7810632829573085
111,4,plastic,240,40.227050526056814,28.936972787232467,0.26073260073235904,2025-12-26,30 AĞUSTOS ZAFER MAHALLESİ,15605,2.0,4.0,12.0,0,3.0,1,small,15.605,0.4207326007323591,0.3664295833234882
112,4,plastic,240,40.21962802464137,28.86657042483553,0.35217706481315936,2025-12-25,30 AĞUSTOS ZAFER MAHALLESİ,15605,3.0,3.0,12.0,0,3.0,1,small,15.605,0.5921770648131593,0.48215181536388835
113,4,underground,5000,40.20540917770666,28.88154492063994,0.7413891262642666,2025-12-18,30 AĞUSTOS ZAFER MAHALLESİ,15605,10.0,3.0,12.0,0,3.0,4,xlarge,15.605,0.95,0.8710632829573086
114,4,400lt,400,40.165382617447015,28.93285157817385,0.2868786388572643,2025-12-24,30 AĞUSTOS ZAFER MAHALLESİ,15605,4.0,2.0,12.0,0,3.0,2,medium,15.605,0.6068786388572642,0.5195026023859408
115,4,plastic,240,40.16782567224862,28.858996367445847,0.3977754778111249,2025-12-23,30 AĞUSTOS ZAFER MAHALLESİ,15605,5.0,1.0,12.0,0,3.0,1,small,15.605,0.7977754778111249,0.6449510218628711
116,4,400lt,400,40.21791141907512,28.919356595996838,0.8956532515647937,2025-12-17,30 AĞUSTOS ZAFER MAHALLESİ,15605,11.0,2.0,12.0,0,3.0,2,medium,15.605,0.95,0.9010632829573086
117,4,underground,5000,40.199585521203765,28.91276410923519,0.29131316619948583,2025-12-25,30 AĞUSTOS ZAFER MAHALLESİ,15605,3.0,3.0,12.0,0,3.0,4,xlarge,15.605,0.5313131661994859,0.45171986605705156
118,4,underground,5000,40.23690220316303,28.889146239367328,0.42745629198456825,2025-12-24,30 AĞUSTOS ZAFER MAHALLESİ,15605,4.0,2.0,12.0,0,3.0,4,xlarge,15.605,0.7474562919845682,0.5897914289495927
119,4,underground,5000,40.24329200384914,28.90514309827805,0.95,2025-12-17,30 AĞUSTOS ZAFER MAHALLESİ,15605,11.0,2.0,12.0,0,3.0,4,xlarge,15.605,0.95,0.9010632829573086
120,4,770lt,770,40.18068362529755,28.881053199043762,0.9054777273825196,2025-12-17,30 AĞUSTOS ZAFER MAHALLESİ,15605,11.0,2.0,12.0,0,3.0,3,large,15.605,0.95,0.9010632829573086
121,4,770lt,770,40.156466545107236,28.94162978852132,0.7032159604003846,2025-12-19,30 AĞUSTOS ZAFER MAHALLESİ,15605,9.0,4.0,12.0,0,3.0,3,large,15.605,0.95,0.8410632829573086
122,4,plastic,240,40.15760043651361,28.930860608792297,0.6115783631295835,2025-12-21,30 AĞUSTOS ZAFER MAHALLESİ,15605,7.0,6.0,12.0,1,3.0,1,small,15.605,0.95,0.7810632829573085
123,4,plastic,240,40.16761518685127,28.85350607414493,0.5873051454966121,2025-12-21,30 AĞUSTOS ZAFER MAHALLESİ,15605,7.0,6.0,12.0,1,3.0,1,small,15.605,0.95,0.7810632829573085
124,4,underground,5000,40.19858859063899,28.867420774581102,0.32865734788779727,2025-12-24,30 AĞUSTOS ZAFER MAHALLESİ,15605,4.0,2.0,12.0,0,3.0,4,xlarge,15.605,0.6486573478877973,0.5403919569012072
125,4,400lt,400,40.190631019156385,28.946294547672103,0.24442384759086447,2025-12-24,30 AĞUSTOS ZAFER MAHALLESİ,15605,4.0,2.0,12.0,0,3.0,2,medium,15.605,0.5644238475908645,0.4982752067527409
126,4,770lt,770,40.217174409844496,28.8955238936868,0.19958352291930892,2025-12-26,30 AĞUSTOS ZAFER MAHALLESİ,15605,2.0,4.0,12.0,0,3.0,3,large,15.605,0.35958352291930895,0.3358550444169631
127,4,770lt,770,40.15344152905481,28.93715159751369,0.5451942092386338,2025-12-22,30 AĞUSTOS ZAFER MAHALLESİ,15605,6.0,0.0,12.0,0,3.0,3,large,15.605,0.95,0.7510632829573087
128,4,770lt,770,40.22505216085165,28.926694244985992,0.855201462853348,2025-12-18,30 AĞUSTOS ZAFER MAHALLESİ,15605,10.0,3.0,12.0,0,3.0,3,large,15.605,0.95,0.8710632829573086
129,4,400lt,400,40.22342404554153,28.916352923773292,0.8962303347121663,2025-12-18,30 AĞUSTOS ZAFER MAHALLESİ,15605,10.0,3.0,12.0,0,3.0,2,medium,15.605,0.95,0.8710632829573086
130,4,plastic,240,40.1975649482811,28.939189898130646,0.4046144461903226,2025-12-23,30 AĞUSTOS ZAFER MAHALLESİ,15605,5.0,1.0,12.0,0,3.0,1,small,15.605,0.8046144461903226,0.64837050605247
131,4,plastic,240,40.20407552689248,28.877608410099505,0.7330248215900254,2025-12-18,30 AĞUSTOS ZAFER MAHALLESİ,15605,10.0,3.0,12.0,0,3.0,1,small,15.605,0.95,0.8710632829573086
132,4,plastic,240,40.177156864817825,28.866246244655986,0.42545222067221833,2025-12-24,30 AĞUSTOS ZAFER MAHALLESİ,15605,4.0,2.0,12.0,0,3.0,1,small,15.605,0.7454522206722183,0.5887893932934178
